status,gene_symbol,gene_name,ensembl_id,entrez_id,osEntrez,chromosome,genetic_category,gene_score,syndromic,number_of_reports
9,DNAH3,dynein axonemal heavy chain 3,ENSG00000158486,55567,381917,16,Rare Single Gene Mutation,3,0,5
9,DNER,Delta/notch-like EGF repeat containing,ENSG00000187957,92737,227325,2,"Rare Single Gene Mutation, Genetic Association",3,0,3
9,DNMT3A,DNA (cytosine-5-)-methyltransferase 3 alpha,ENSG00000119772,1788,13435,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,14
9,DOCK1,Dedicator of cytokinesis 1,ENSG00000150760,1793,330662,10,Rare Single Gene Mutation,3,0,3
9,DOCK4,Dedicator of cytokinesis 4,ENSG00000128512,9732,238130,7,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,9
9,DOCK8,dedicator of cytokinesis 8,ENSG00000107099,81704,76088,9,Rare Single Gene Mutation,2,0,10
9,DOLK,dolichol kinase,ENSG00000175283,22845,227697,9,Syndromic,,1,2
9,DPP10,Dipeptidyl-peptidase 10,ENSG00000175497,57628,269109,2,Rare Single Gene Mutation,2,0,11
9,DPP3,dipeptidyl peptidase 3,ENSG00000254986,10072,75221,11,Rare Single Gene Mutation,3,0,3
9,DPP4,Dipeptidyl-peptidase 4,ENSG00000197635,1803,13482,2,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,DPP6,dipeptidyl-peptidase 6,ENSG00000130226,1804,13483,7,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,25
9,DPYD,dihydropyrimidine dehydrogenase,ENSG00000188641,1806,99586,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,13
9,DPYSL2,dihydropyrimidinase like 2,ENSG00000092964,1808,12934,8,"Rare Single Gene Mutation, Genetic Association",2,0,12
9,DPYSL3,dihydropyrimidinase like 3,ENSG00000113657,1809,22240,5,Rare Single Gene Mutation,3,0,2
9,DRD2,Dopamine receptor D2,ENSG00000149295,1813,13489,11,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,DRD3,dopamine receptor D3,ENSG00000151577,1814,13490,3,"Rare Single Gene Mutation, Genetic Association",3,0,8
9,DSCAM,Down syndrome cell adhesion molecule,ENSG00000171587,1826,13508,21,"Rare Single Gene Mutation, Genetic Association",1,0,8
9,DUSP15,dual specificity phosphatase 15,ENSG00000149599,128853,252864,20,"Rare Single Gene Mutation, Genetic Association",3,0,4
9,DVL3,Dishevelled segment polarity protein 3,ENSG00000161202,1857,13544,3,"Rare Single Gene Mutation, Functional",3,0,3
9,DYDC1,DPY30 domain containing 1,ENSG00000170788,143241,69496,10,Rare Single Gene Mutation,3,0,2
9,DYDC2,DPY30 domain containing 2,ENSG00000133665,84332,71200,10,"",3,0,1
9,DYNC1H1,dynein cytoplasmic 1 heavy chain 1,ENSG00000197102,1778,13424,14,"Rare Single Gene Mutation, Syndromic",2,0,14
9,DYRK1A,Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,ENSG00000157540,1859,13548,21,"Rare Single Gene Mutation, Syndromic, Functional",1,0,42
9,EBF3,early B-cell factor 3,ENSG00000108001,253738,13593,10,"Rare Single Gene Mutation, Syndromic",1,0,7
9,EEF1A2,Eukaryotic translation elongation factor 1 alpha 2,ENSG00000101210,1917,13628,20,"Rare Single Gene Mutation, Syndromic",,1,8
9,EFR3A,EFR3 homolog A (S. cerevisiae),ENSG00000132294,23167,76740,8,Rare Single Gene Mutation,2,0,5
9,EGR3,early growth response 3,ENSG00000179388,1960,13655,8,Rare Single Gene Mutation,3,0,2
9,EHMT1,Euchromatic histone-lysine N-methyltransferase 1,ENSG00000181090,79813,77683,9,"Rare Single Gene Mutation, Syndromic",1,0,23
9,BRWD3,bromodomain and WD repeat domain containing 3,ENSG00000165288,254065,382236,X,Syndromic,,1,3
9,CLCN4,chloride voltage-gated channel 4,ENSG00000073464,1183,12727,X,"Rare Single Gene Mutation, Syndromic",3,1,4
9,DLX2,distal-less homeobox 2,ENSG00000115844,1746,13392,2,Genetic Association,3,0,11
9,DRD1,Dopamine receptor D1,ENSG00000184845,1812,13488,5,"Genetic Association, Functional",3,0,4
9,EIF3G,eukaryotic translation initiation factor 3 subunit G,ENSG00000130811,8666,53356,19,Rare Single Gene Mutation,3,0,3
9,EIF4E,eukaryotic translation initiation factor 4E,ENSG00000151247,1977,13684,4,"Rare Single Gene Mutation, Genetic Association",3,0,12
9,ELAVL2,ELAV like neuron-specific RNA binding protein 2,ENSG00000107105,1993,15569,9,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,5
9,ELAVL3,ELAV like neuron-specific RNA binding protein 3,ENSG00000196361,1995,15571,19,Rare Single Gene Mutation,2,0,3
9,ELOVL2,ELOVL fatty acid elongase 2,ENSG00000197977,54898,54326,6,Genetic Association,3,0,1
9,ELP4,Elongator acetyltransferase complex subunit 4,ENSG00000109911,26610,77766,11,"Rare Single Gene Mutation, Genetic Association",2,0,7
9,EN2,engrailed homolog 2,ENSG00000164778,2020,13799,7,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,23
9,EP300,E1A binding protein p300,ENSG00000100393,2033,328572,22,"Rare Single Gene Mutation, Syndromic",1,0,17
9,EP400,E1A binding protein p400,ENSG00000183495,57634,75560,12,Rare Single Gene Mutation,2,0,6
9,EPC2,Enhancer of polycomb homolog 2 (Drosophila),ENSG00000135999,26122,227867,2,Rare Single Gene Mutation,3,0,4
9,EMSY,"EMSY, BRCA2 interacting transcriptional repressor",ENSG00000158636,56946,233545,11,"Rare Single Gene Mutation, Functional",2,0,4
9,EPHB2,EPH receptor B2,ENSG00000133216,2048,13844,1,Rare Single Gene Mutation,3,0,4
9,EPPK1,epiplakin 1,ENSG00000261150,83481,223650,8,Rare Single Gene Mutation,3,0,5
9,ERG,"ERG, ETS transcription factor",ENSG00000157554,2078,13876,21,Genetic Association,3,0,1
9,ERMN,ermin,ENSG00000136541,57471,77767,2,Rare Single Gene Mutation,3,0,1
9,ESR2,estrogen receptor 2 (ER beta),ENSG00000140009,2100,13983,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,9
9,ESRRB,estrogen-related receptor beta,ENSG00000119715,2103,26380,14,"Rare Single Gene Mutation, Genetic Association",3,0,7
9,ETFB,"Electron-transfer-flavoprotein, beta polypeptide",ENSG00000105379,2109,110826,19,Rare Single Gene Mutation,2,0,4
9,EXOC3,exocyst complex component 3,ENSG00000180104,11336,211446,5,Rare Single Gene Mutation,3,0,1
9,EXOC5,exocyst complex component 5,ENSG00000070367,10640,105504,14,Rare Single Gene Mutation,3,0,2
9,EXOC6,exocyst complex component 6,ENSG00000138190,54536,107371,10,Rare Single Gene Mutation,3,0,1
9,EXOC6B,exocyst complex component 6B,ENSG00000144036,23233,75914,2,Rare Single Gene Mutation,3,0,4
9,EXT1,Exostosin 1,ENSG00000182197,2131,14042,8,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,FABP5,fatty acid binding protein 5 (psoriasis-associated),ENSG00000164687,2171,16592,8,"Rare Single Gene Mutation, Functional",3,0,7
9,FAM47A,family with sequence similarity 47 member A,ENSG00000185448,158724,70864,X,Rare Single Gene Mutation,3,0,1
9,FAM92B,"Family with sequence similarity 92, member B",ENSG00000153789,339145,436062,16,Rare Single Gene Mutation,2,0,3
9,FAM98C,family with sequence similarity 98 member C,ENSG00000130244,147965,73833,19,Rare Single Gene Mutation,3,0,2
9,FAN1,FANCD2/FANCI-associated nuclease 1,ENSG00000198690,22909,330554,15,Rare Single Gene Mutation,3,0,1
9,FAT1,FAT atypical cadherin 1,ENSG00000083857,2195,14107,4,Rare Single Gene Mutation,3,0,5
9,FBN1,Fibrillin 1,ENSG00000166147,2200,14118,15,Rare Single Gene Mutation,2,0,10
9,ERBIN,erbb2 interacting protein,ENSG00000112851,55914,59079,5,Rare Single Gene Mutation,2,0,6
9,FBXO11,F-box protein 11,ENSG00000138081,80204,225055,2,"Rare Single Gene Mutation, Syndromic",3,1,5
9,FBXO40,F-box protein 40,ENSG00000163833,51725,207215,3,"Rare Single Gene Mutation, Genetic Association",3,0,4
9,FCRL6,Fc receptor like 6,ENSG00000181036,343413,677296,1,Rare Single Gene Mutation,3,0,4
9,FEZF2,FEZ family zinc finger 2,ENSG00000153266,55079,54713,3,"Rare Single Gene Mutation, Genetic Association",3,0,9
9,FGA,Fibrinogen alpha chain,ENSG00000171560,2243,14161,4,"Rare Single Gene Mutation, Genetic Association",3,0,2
9,FHIT,fragile histidine triad gene,ENSG00000189283,2272,14198,3,"Rare Single Gene Mutation, Genetic Association",3,0,12
9,FMR1,fragile X mental retardation 1,ENSG00000102081,2332,14265,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,42
9,FOXG1,Forkhead box G1,ENSG00000176165,2290,15228,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,26
9,FRK,fyn-related kinase,ENSG00000111816,2444,14302,6,"Rare Single Gene Mutation, Genetic Association",3,0,3
9,FRMPD4,FERM and PDZ domain containing 4,ENSG00000169933,9758,333605,X,"Rare Single Gene Mutation, Syndromic",,1,6
9,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,ENSG00000136928,9568,242425,9,"Rare Single Gene Mutation, Syndromic, Functional",3,1,10
9,GABRA3,"Gamma-aminobutyric acid (GABA) A receptor, alpha 3",ENSG00000011677,2556,14396,X,Rare Single Gene Mutation,,1,3
9,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",ENSG00000109158,2557,14397,4,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,GABRB3,"gamma-aminobutyric acid (GABA) A receptor, beta 3",ENSG00000166206,2562,14402,15,"Rare Single Gene Mutation, Genetic Association",2,0,37
9,GABRG3,gamma-aminobutyric acid type A receptor gamma3 subunit,ENSG00000182256,2567,14407,15,Genetic Association,2,0,9
9,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,ENSG00000144278,114805,271786,2,Rare Single Gene Mutation,3,0,4
9,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,ENSG00000158089,79623,71685,2,"Rare Single Gene Mutation, Genetic Association",3,0,5
9,GATM,Glycine amidinotransferase (L-arginine:glycine amidinotransferase),ENSG00000171766,2628,67092,15,Syndromic,,1,2
9,GDA,guanine deaminase,ENSG00000119125,9615,14544,9,"Rare Single Gene Mutation, Genetic Association",3,0,2
9,GGNBP2,gametogenetin binding protein 2,ENSG00000278311,79893,217039,17,Rare Single Gene Mutation,2,0,2
9,GIGYF1,GRB10 interacting GYF protein 1,ENSG00000146830,64599,57330,7,Rare Single Gene Mutation,1,0,7
9,GIGYF2,GRB10 interacting GYF protein 2,ENSG00000204120,26058,227331,2,Rare Single Gene Mutation,1,0,7
9,GLIS1,GLIS family zinc finger 1,ENSG00000174332,148979,230587,1,"Rare Single Gene Mutation, Genetic Association",3,0,2
9,GLO1,glyoxalase I,ENSG00000124767,2739,109801,6,"Rare Single Gene Mutation, Genetic Association",3,0,10
9,GLRA2,"glycine receptor, alpha 2",ENSG00000101958,2742,237213,X,"Rare Single Gene Mutation, Functional",3,0,15
9,GNAS,GNAS complex locus,ENSG00000087460,2778,14683,20,Rare Single Gene Mutation,3,0,8
9,GNB1L,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",ENSG00000185838,54584,13972,22,"Rare Single Gene Mutation, Genetic Association",3,0,2
9,GPC4,glypican 4,ENSG00000076716,2239,14735,X,Rare Single Gene Mutation,2,0,2
9,GPC6,glypican 6,ENSG00000183098,10082,23888,13,"Rare Single Gene Mutation, Genetic Association",3,0,8
9,GPD2,glycerol-3-phosphate dehydrogenase 2,ENSG00000115159,2820,14571,2,"Rare Single Gene Mutation, Genetic Association",3,0,4
9,GPHN,Gephyrin,ENSG00000171723,10243,268566,14,Rare Single Gene Mutation,2,0,8
9,GPR37,G protein-coupled receptor 37,ENSG00000170775,2861,14763,7,Rare Single Gene Mutation,3,0,2
9,GPR85,G protein-coupled receptor 85,ENSG00000164604,54329,64450,7,"Rare Single Gene Mutation, Genetic Association",3,0,4
9,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,ENSG00000155511,2890,14799,5,Rare Single Gene Mutation,2,0,6
9,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,ENSG00000120251,2891,14800,4,Rare Single Gene Mutation,2,0,3
9,GRID1,"Glutamate receptor, ionotropic, delta 1",ENSG00000182771,2894,14803,10,"Rare Single Gene Mutation, Genetic Association",2,0,6
9,GRID2,"glutamate receptor, ionotropic, delta 2",ENSG00000152208,2895,14804,4,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,9
9,GRID2IP,Grid2 interacting protein,ENSG00000215045,392862,170935,7,Rare Single Gene Mutation,3,0,4
9,GRIK2,glutamate ionotropic receptor kainate type subunit 2,ENSG00000164418,2898,14806,6,"Rare Single Gene Mutation, Genetic Association",2,0,18
9,FBXO33,F-box protein 33,ENSG00000165355,254170,70611,14,Genetic Association,3,0,3
9,GAS2,Growth arrest-specific 2,ENSG00000139354,2620,14453,11,Genetic Association,3,0,1
9,GPX1,glutathione peroxidase 1,ENSG00000233276,2876,14775,3,Genetic Association,3,0,5
9,GRIK3,glutamate ionotropic receptor kainate type subunit 3,ENSG00000163873,2899,14807,1,"Rare Single Gene Mutation, Genetic Association",3,0,5
9,GRIK4,"Glutamate receptor, ionotropic, kainate 4",ENSG00000149403,2900,110637,11,"Rare Single Gene Mutation, Functional",3,0,4
9,GRIK5,"Glutamate receptor, ionotropic, kainate 5",ENSG00000105737,2901,14809,19,Rare Single Gene Mutation,2,0,8
9,GRIN1,"Glutamate receptor, ionotropic, N-methyl D-aspartate 1",ENSG00000176884,2902,14810,9,"Rare Single Gene Mutation, Functional",2,0,17
9,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",ENSG00000183454,2903,14811,16,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,39
9,GRIN2B,"glutamate receptor, inotropic, N-methyl D-apartate 2B",ENSG00000273079,2904,14812,12,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,53
9,GRIP1,glutamate receptor interacting protein 1,ENSG00000155974,23426,74053,12,Rare Single Gene Mutation,2,0,13
9,GRM5,glutamate metabotropic receptor 5,ENSG00000168959,2915,108071,11,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,7
9,GRM7,"Glutamate receptor, metabotropic 7",ENSG00000196277,2917,108073,3,"Rare Single Gene Mutation, Genetic Association",3,0,13
9,GSTM1,glutathione S-transferase M1,ENSG00000134184,2944,14863,1,Genetic Association,3,0,3
9,GTF2I,general transcription factor IIi,ENSG00000263001,2969,14886,7,"Rare Single Gene Mutation, Genetic Association",3,0,5
9,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,ENSG00000152402,2977,234889,11,"Rare Single Gene Mutation, Genetic Association",3,0,2
9,HCFC1,host cell factor C1,ENSG00000172534,3054,15161,X,"Rare Single Gene Mutation, Syndromic",,1,9
9,HCN1,Hyperpolarization activated cyclic nucleotide-gated potassium channel 1,ENSG00000164588,348980,15165,5,"Rare Single Gene Mutation, Genetic Association",,1,8
9,HDAC4,histone deacetylase 4,ENSG00000068024,9759,208727,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,16
9,HDAC8,histone deacetylase 8,ENSG00000147099,55869,70315,X,Syndromic,,1,6
9,HDLBP,high density lipoprotein binding protein,ENSG00000115677,3069,110611,2,Rare Single Gene Mutation,3,0,4
9,HECTD4,HECT domain E3 ubiquitin protein ligase 4,ENSG00000173064,283450,269700,12,Rare Single Gene Mutation,1,0,4
9,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",ENSG00000138411,57520,329152,2,"Rare Single Gene Mutation, Syndromic",2,0,7
9,HEPACAM,hepatic and glial cell adhesion molecule,ENSG00000165478,220296,72927,11,"Rare Single Gene Mutation, Syndromic",,1,10
9,H2BC11,H2B clustered histone 11,ENSG00000124635,8970,319190,6,Rare Single Gene Mutation,3,0,3
9,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,ENSG00000128731,8924,15204,15,Rare Single Gene Mutation,,1,8
9,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3,ENSG00000127124,59269,16656,1,"Rare Single Gene Mutation, Genetic Association",2,0,6
9,HLA-A,"major histocompatibility complex, class I, A",ENSG00000206503,3105,14972,6,Genetic Association,3,0,10
9,HLA-G,"major histocompatibility complex, class I, G",ENSG00000204632,3135,14991,6,Genetic Association,3,0,4
9,HMGN1,high mobility group nucleosome binding domain 1,ENSG00000205581,3150,15312,21,Genetic Association,2,0,1
9,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2,ENSG00000126945,3188,56258,X,"Rare Single Gene Mutation, Syndromic",1,0,6
9,HNRNPU,heterogeneous nuclear ribonucleoprotein U,ENSG00000153187,3192,51810,1,"Rare Single Gene Mutation, Syndromic, Functional",1,0,14
9,HOMER1,Homer homolog 1 (Drosophila),ENSG00000152413,9456,26556,5,"Rare Single Gene Mutation, Functional",3,0,5
9,HOXA1,homeobox A1,ENSG00000105991,3198,15394,7,"Rare Single Gene Mutation, Syndromic, Genetic Association",,1,15
9,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,ENSG00000174775,3265,15461,11,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,12
9,HS3ST5,heparan sulfate (glucosamine) 3-O-sulfotransferase 5,ENSG00000249853,222537,319415,6,Genetic Association,3,0,7
9,HSD11B1,hydroxysteroid (11-beta) dehydrogenase 1,ENSG00000117594,3290,15483,1,Syndromic,3,0,8
9,HTR1B,5-hydroxytryptamine (serotonin) receptor 1B,ENSG00000135312,3351,15551,6,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,HTR3A,5-hydroxytryptamine (serotonin) receptor 3A,ENSG00000166736,3359,15561,11,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,7
9,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",ENSG00000086758,10075,59026,X,"Rare Single Gene Mutation, Syndromic",,1,14
9,HYDIN,"HYDIN, axonemal central pair apparatus protein",ENSG00000157423,54768,244653,16,"Rare Single Gene Mutation, Genetic Association",3,0,3
9,ICA1,islet cell autoantigen 1,ENSG00000003147,3382,15893,7,Rare Single Gene Mutation,2,0,8
9,IL1R2,"interleukin 1 receptor, type II",ENSG00000115590,7850,16178,2,Rare Single Gene Mutation,3,0,6
9,IL1RAPL1,interleukin 1 receptor accessory protein-like 1,ENSG00000169306,11141,331461,X,Rare Single Gene Mutation,3,0,22
9,IL1RAPL2,interleukin 1 receptor accessory protein-like 2,ENSG00000189108,26280,60367,X,"Rare Single Gene Mutation, Genetic Association",3,0,2
9,ILF2,Interleukin enhancer binding factor 2,ENSG00000143621,3608,67781,1,Rare Single Gene Mutation,2,0,4
9,IMMP2L,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),ENSG00000184903,83943,93757,7,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,14
9,INPP1,inositol polyphosphate-1-phosphatase,ENSG00000151689,3628,16329,2,"Rare Single Gene Mutation, Genetic Association",3,0,4
9,INTS1,integrator complex subunit 1,ENSG00000164880,26173,68510,7,"Rare Single Gene Mutation, Syndromic",,1,4
9,INTS6,Integrator complex subunit 6,ENSG00000102786,26512,18130,13,Rare Single Gene Mutation,2,0,4
9,IQGAP3,IQ motif containing GTPase activating protein 3,ENSG00000183856,128239,404710,1,Rare Single Gene Mutation,3,0,4
9,IQSEC2,IQ motif and Sec7 domain 2,ENSG00000124313,23096,245666,X,"Rare Single Gene Mutation, Syndromic, Functional",1,0,25
9,IRF2BPL,Interferon regulatory factor 2 binding protein-like,ENSG00000119669,64207,238330,14,"Rare Single Gene Mutation, Syndromic",1,0,6
9,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",ENSG00000259207,3690,16416,17,"Rare Single Gene Mutation, Genetic Association",2,0,15
9,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",ENSG00000150995,3708,16438,3,Rare Single Gene Mutation,3,0,9
9,ITSN1,intersectin 1,ENSG00000205726,6453,16443,21,Rare Single Gene Mutation,3,0,4
9,JARID2,jumonji and AT-rich interaction domain containing 2,ENSG00000008083,3720,16468,6,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,11
9,JMJD1C,jumonji domain containing 1C,ENSG00000171988,221037,108829,10,Rare Single Gene Mutation,3,0,8
9,KANK1,KN motif and ankyrin repeat domains 1,ENSG00000107104,23189,107351,9,Rare Single Gene Mutation,3,0,9
9,KANSL1,KAT8 regulatory NSL complex subunit 1,ENSG00000120071,284058,76719,17,"Rare Single Gene Mutation, Syndromic",1,0,2
9,KAT2B,K(lysine) acetyltransferase 2B,ENSG00000114166,8850,18519,3,Rare Single Gene Mutation,2,0,6
9,KAT6A,K(lysine) acetyltransferase 6A,ENSG00000083168,7994,244349,8,"Rare Single Gene Mutation, Syndromic",2,1,12
9,KATNAL1,katanin catalytic subunit A1 like 1,ENSG00000102781,84056,231912,13,"Rare Single Gene Mutation, Functional",3,0,2
9,KATNAL2,Katanin p60 subunit A-like 2,ENSG00000167216,83473,71206,18,Rare Single Gene Mutation,1,0,11
9,KCNB1,potassium voltage-gated channel subfamily B member 1,ENSG00000158445,3745,16500,20,"Rare Single Gene Mutation, Syndromic",1,0,9
9,KCNC1,potassium voltage-gated channel subfamily C member 1,ENSG00000129159,3746,16502,11,Rare Single Gene Mutation,3,0,5
9,KCND2,potassium voltage-gated channel subfamily D member 2,ENSG00000184408,3751,16508,7,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,KCND3,potassium voltage-gated channel subfamily D member 3,ENSG00000171385,3752,56543,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,8
9,KCNJ10,potassium voltage-gated channel subfamily J member 10,ENSG00000177807,3766,16513,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,11
9,KCNJ15,potassium voltage-gated channel subfamily J member 15,ENSG00000157551,3772,16516,21,Rare Single Gene Mutation,3,0,3
9,KCNK7,potassium two pore domain channel subfamily K member 7,ENSG00000173338,10089,16530,11,Rare Single Gene Mutation,3,0,2
9,KCNMA1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",ENSG00000156113,3778,16531,10,"Rare Single Gene Mutation, Syndromic",3,0,21
9,KCNQ2,potassium voltage-gated channel subfamily Q member 2,ENSG00000075043,3785,16536,20,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,24
9,KCNQ3,potassium voltage-gated channel subfamily Q member 3,ENSG00000184156,3786,110862,8,"Rare Single Gene Mutation, Genetic Association",2,0,9
9,KCNS3,potassium voltage-gated channel modifier subfamily S member 3,ENSG00000170745,3790,238076,2,Rare Single Gene Mutation,2,0,4
9,KCTD13,Potassium channel tetramerisation domain containing 13,ENSG00000174943,253980,233877,16,"Rare Single Gene Mutation, Functional",3,0,7
9,KDM4B,lysine demethylase 4B,ENSG00000127663,23030,193796,19,"Rare Single Gene Mutation, Functional",3,0,3
9,KDM4C,lysine demethylase 4C,ENSG00000107077,23081,76804,9,Rare Single Gene Mutation,2,0,2
9,KDM5B,Lysine (K)-specific demethylase 5B,ENSG00000117139,10765,75605,1,"Rare Single Gene Mutation, Syndromic, Functional",2,0,13
9,KDM5C,lysine demethylase 5C,ENSG00000126012,8242,20591,X,"Rare Single Gene Mutation, Syndromic, Functional",2,0,23
9,KDM6A,lysine demethylase 6A,ENSG00000147050,7403,22289,X,"Rare Single Gene Mutation, Syndromic",2,0,7
9,KDM6B,Lysine (K)-specific demethylase 6B,ENSG00000132510,23135,216850,17,"Rare Single Gene Mutation, Syndromic",1,0,11
9,KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2",ENSG00000112232,202559,170771,6,Rare Single Gene Mutation,3,0,3
9,KIF13B,Kinesin family member 13B,ENSG00000197892,23303,16554,8,Rare Single Gene Mutation,3,0,3
9,KIF14,kinesin family member 14,ENSG00000118193,9928,381293,1,"Rare Single Gene Mutation, Syndromic",2,0,4
9,KIF5C,Kinesin family member 5C,ENSG00000168280,3800,16574,2,"Rare Single Gene Mutation, Syndromic",3,1,8
9,KIRREL3,Kin of IRRE like 3 (Drosophila),ENSG00000149571,84623,67703,11,Rare Single Gene Mutation,2,0,15
9,KMT2A,Lysine (K)-specific methyltransferase 2A,ENSG00000118058,4297,214162,11,"Rare Single Gene Mutation, Syndromic",1,0,20
9,KMT2C,Lysine (K)-specific methyltransferase 2C,ENSG00000055609,58508,231051,7,"Rare Single Gene Mutation, Syndromic",1,0,16
9,KMT2E,Lysine (K)-specific methyltransferase 2E,ENSG00000005483,55904,69188,7,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,8
9,KPTN,"kaptin, actin binding protein",ENSG00000118162,11133,70394,19,"Rare Single Gene Mutation, Syndromic",,1,4
9,KRR1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",ENSG00000111615,11103,52705,12,"Rare Single Gene Mutation, Genetic Association",3,0,2
9,KRT26,keratin 26,ENSG00000186393,353288,320864,17,Rare Single Gene Mutation,3,0,2
9,LAMA1,"Laminin, alpha 1",ENSG00000101680,284217,16772,18,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,LAMB1,"laminin, beta 1",ENSG00000091136,3912,16777,7,"Rare Single Gene Mutation, Genetic Association",2,0,7
9,LEO1,"LEO1 homolog, Paf1/RNA polymerase II complex component",ENSG00000166477,123169,235497,15,Rare Single Gene Mutation,2,0,3
9,KMT5B,lysine methyltransferase 5B,ENSG00000110066,51111,225888,11,"Rare Single Gene Mutation, Syndromic",1,0,11
9,LEP,Leptin,ENSG00000174697,3952,16846,7,Rare Single Gene Mutation,3,0,1
9,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",ENSG00000104863,64130,22342,19,Rare Single Gene Mutation,3,0,2
9,LMX1B,LIM homeobox transcription factor 1 beta,ENSG00000136944,4010,16917,9,Genetic Association,2,0,1
9,LRBA,"LPS-responsive vesicle trafficking, beach and anchor containing",ENSG00000198589,987,80877,4,Rare Single Gene Mutation,3,0,6
9,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,ENSG00000156564,57497,70530,6,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,4
9,LRFN5,leucine rich repeat and fibronectin type III domain containing 5,ENSG00000165379,145581,238205,14,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,LRP1,LDL receptor related protein 1,ENSG00000123384,4035,16971,12,Rare Single Gene Mutation,2,0,4
9,LRP2,LDL receptor related protein 2,ENSG00000081479,4036,14725,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,12
9,LRRC1,leucine rich repeat containing 1,ENSG00000137269,55227,214345,6,"Rare Single Gene Mutation, Genetic Association",3,0,6
9,LRRC4,leucine rich repeat containing 4,ENSG00000128594,64101,192198,7,"Rare Single Gene Mutation, Functional",3,0,3
9,LZTR1,Leucine-zipper-like transcription regulator 1,ENSG00000099949,8216,66863,22,"Rare Single Gene Mutation, Syndromic",1,0,11
9,LZTS2,"leucine zipper, putative tumor suppressor 2",ENSG00000107816,84445,226154,10,Genetic Association,3,0,4
9,MACROD2,MACRO domain containing 2,ENSG00000172264,140733,72899,20,"Rare Single Gene Mutation, Genetic Association",2,0,19
9,LNPK,"lunapark, ER junction formation factor",ENSG00000144320,80856,69605,2,Syndromic,,1,1
9,MAGEL2,MAGE-like 2,ENSG00000254585,54551,27385,15,"Rare Single Gene Mutation, Syndromic",1,0,16
9,MAOA,monoamine oxidase A,ENSG00000189221,4128,17161,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",3,0,15
